Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Route,Year,Quarter,Month,Month_Name,Day_of_Week,Weather_Severity,Risk_Category,Reliability_Level,Fuel_Cost_Bucket,Shipment_Size,Distance_Category,Expected_Lead_Time_Days,Delay_Days,Delay_Percentage,Delay_Status,SLA_Met,Estimated_Cost_USD,Cost_Per_KM,Cost_Per_Tonne,Carbon_Emission_kg,Emission_Per_Tonne_KM,Risk_Index,Priority_Level,Chokepoint_Route,Route_Disruption_Rate
SC-10077,2024-12-29,Busan,Marseille,Sea,Electronics,1573.65,119.07,2.66,3.4,Storm,0.707,7.76,1,Busan -> Marseille,2024,Q4,12,Dec,Sunday,4,Medium,Good,Medium,Light,Short-Haul,21.79,-14.03,-64.4,On Time,Yes,593.04,0.38,4.98,1499.0,8,46.4,Medium,Yes,67.7
SC-10078,2024-08-02,Singapore,Marseille,Road,Electronics,5697.75,242.27,1.39,0.8,Fog,0.893,4.7,0,Singapore -> Marseille,2024,Q3,8,Aug,Friday,2,Low,Excellent,Low,Medium,Medium-Haul,9.3,-4.6,-49.5,On Time,Yes,18867.22,3.31,77.88,85584.4,62,18.4,Low,No,55.2
SC-10079,2025-11-17,Singapore,Antwerp,Air,Pharmaceuticals,2180.1,215.15,4.43,3.9,Hurricane,0.706,0.8,1,Singapore -> Antwerp,2025,Q4,11,Nov,Monday,5,Medium,Good,High,Medium,Short-Haul,0.93,-0.13,-14.0,On Time,Yes,30457.67,13.97,141.56,234524.3,500,54.4,Medium,No,68.1
SC-10080,2024-09-30,Antwerp,Singapore,Sea,Perishables,13015.0,38.37,3.14,6.7,Storm,0.848,71.68,1,Antwerp -> Singapore,2024,Q3,9,Sep,Monday,4,High,Good,Medium,Light,Long-Haul,21.79,49.89,229.0,Major Delay,No,1640.48,0.13,42.75,3995.1,8,55.4,Medium,Yes,64.6
SC-10081,2025-12-19,Busan,Hamburg,Sea,Pharmaceuticals,9537.82,53.97,3.04,4.7,Hurricane,0.754,130.77,1,Busan -> Hamburg,2025,Q4,12,Dec,Friday,5,Medium,Good,Medium,Light,Long-Haul,21.79,108.98,500.1,Major Delay,No,1678.11,0.18,31.09,4118.0,8,56.2,Medium,Yes,65.0
SC-10082,2025-11-30,Rotterdam,Shanghai,Sea,Perishables,5298.02,418.9,3.36,3.8,Fog,0.621,13.62,1,Rotterdam -> Shanghai,2025,Q4,11,Nov,Sunday,2,Medium,Poor,Medium,Heavy,Medium-Haul,21.79,-8.17,-37.5,On Time,Yes,7412.6,1.4,17.7,17754.7,8,38.6,Medium,Yes,55.7
SC-10083,2025-10-25,Rotterdam,Hamburg,Sea,Electronics,1421.6,120.67,2.84,1.2,Rain,0.898,2.51,0,Rotterdam -> Hamburg,2025,Q4,10,Oct,Saturday,3,Low,Excellent,Medium,Light,Short-Haul,21.79,-19.28,-88.5,On Time,Yes,550.66,0.39,4.56,1372.4,8,25.9,Low,No,55.8
SC-10084,2024-03-14,Rotterdam,Dubai,Rail,Perishables,5009.24,98.28,1.31,2.4,Hurricane,0.542,31.75,1,Rotterdam -> Dubai,2024,Q1,3,Mar,Thursday,5,Low,Poor,Low,Light,Medium-Haul,11.54,20.21,175.1,Major Delay,No,3340.8,0.67,33.99,10830.8,22,53.3,Medium,No,49.4
SC-10085,2025-09-15,Shanghai,Hamburg,Rail,Perishables,5215.16,252.95,3.22,1.0,Clear,0.762,3.97,1,Shanghai -> Hamburg,2025,Q3,9,Sep,Monday,1,Low,Good,Medium,Medium,Medium-Haul,11.54,-7.57,-65.6,On Time,Yes,10463.69,2.01,41.37,29021.8,22,17.1,Low,No,63.2
SC-10086,2025-10-12,Antwerp,Dubai,Rail,Automotive,11079.29,384.6,3.56,8.1,Fog,0.604,16.0,0,Antwerp -> Dubai,2025,Q4,10,Oct,Sunday,2,High,Poor,High,Heavy,Long-Haul,11.54,4.46,38.6,Minor Delay,No,34668.27,3.13,90.14,93744.1,22,56.3,Medium,No,60.0
SC-10087,2024-06-24,Dubai,Antwerp,Road,Textiles,9744.58,31.91,2.58,1.4,Clear,0.534,6.24,0,Dubai -> Antwerp,2024,Q2,6,Jun,Monday,1,Low,Poor,Medium,Light,Long-Haul,9.3,-3.06,-32.9,On Time,Yes,4694.09,0.48,147.1,19278.9,62,25.6,Low,No,61.8
SC-10088,2025-06-30,Antwerp,Los Angeles,Air,Textiles,13364.58,288.83,3.7,6.0,Fog,0.751,1.59,1,Antwerp -> Los Angeles,2025,Q2,6,Jun,Monday,2,Medium,Good,High,Medium,Long-Haul,0.93,0.66,71.0,Major Delay,No,237974.65,17.81,823.93,1930045.8,500,43.5,Medium,No,63.2
SC-10089,2024-09-07,Antwerp,Dubai,Air,Electronics,7347.12,60.49,1.95,3.4,Hurricane,0.75,3.66,1,Antwerp -> Dubai,2024,Q3,9,Sep,Saturday,5,Medium,Good,Low,Light,Medium-Haul,0.93,2.73,293.5,Major Delay,No,23899.08,3.25,395.09,222213.6,500,51.1,Medium,No,60.0
SC-10090,2024-06-16,Los Angeles,Singapore,Air,Electronics,2234.12,19.19,1.93,2.3,Rain,0.853,0.5,1,Los Angeles -> Singapore,2024,Q2,6,Jun,Sunday,3,Low,Excellent,Low,Light,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,2301.62,1.03,119.94,21436.4,500,31.6,Low,No,72.1
SC-10091,2025-04-18,Hamburg,Rotterdam,Rail,Textiles,10842.05,27.32,1.73,6.4,Storm,0.872,29.43,1,Hamburg -> Rotterdam,2025,Q2,4,Apr,Friday,4,Medium,Excellent,Low,Light,Long-Haul,11.54,17.89,155.0,Major Delay,No,2084.69,0.19,76.31,6516.5,22,53.4,Medium,No,70.8
SC-10092,2025-01-23,Antwerp,Singapore,Rail,Pharmaceuticals,11531.38,417.25,2.43,4.6,Hurricane,0.864,78.49,1,Antwerp -> Singapore,2025,Q1,1,Jan,Thursday,5,Medium,Excellent,Medium,Heavy,Long-Haul,11.54,66.95,580.2,Major Delay,No,35883.93,3.11,86.0,105852.3,22,52.5,Medium,No,64.6
SC-10093,2024-10-03,Dubai,Singapore,Air,Automotive,8638.52,59.87,4.0,4.0,Fog,0.705,1.94,1,Dubai -> Singapore,2024,Q4,10,Oct,Thursday,2,Medium,Good,High,Light,Medium-Haul,0.93,1.01,108.6,Major Delay,No,32582.86,3.77,544.23,258594.1,500,36.9,Medium,No,65.4
SC-10094,2025-10-17,Hamburg,Singapore,Air,Textiles,11679.02,23.53,3.93,5.9,Hurricane,0.816,6.92,1,Hamburg -> Singapore,2025,Q4,10,Oct,Friday,5,Medium,Good,High,Light,Long-Haul,0.93,5.99,644.1,Major Delay,No,17226.3,1.47,732.1,137403.7,500,59.1,Medium,No,56.6
SC-10095,2025-12-05,Busan,Dubai,Sea,Automotive,7660.04,219.51,2.46,4.9,Rain,0.788,15.17,1,Busan -> Dubai,2025,Q4,12,Dec,Friday,3,Medium,Good,Medium,Medium,Medium-Haul,21.79,-6.62,-30.4,On Time,Yes,5237.73,0.68,23.86,13451.6,8,44.0,Medium,No,57.7
SC-10096,2025-07-24,Rotterdam,Los Angeles,Rail,Automotive,8079.63,422.15,3.14,3.0,Hurricane,0.711,50.51,1,Rotterdam -> Los Angeles,2025,Q3,7,Jul,Thursday,5,Low,Good,Medium,Heavy,Medium-Haul,11.54,38.97,337.7,Major Delay,No,26890.87,3.33,63.7,75037.9,22,50.7,Medium,No,60.0
SC-10097,2024-08-12,Rotterdam,Hamburg,Air,Textiles,6699.34,131.94,3.58,5.6,Hurricane,0.799,3.61,1,Rotterdam -> Hamburg,2024,Q3,8,Aug,Monday,5,Medium,Good,High,Light,Medium-Haul,0.93,2.68,288.2,Major Delay,No,54015.8,8.06,409.4,441955.5,500,58.4,Medium,No,55.8
SC-10098,2025-12-02,Antwerp,Busan,Air,Electronics,868.58,211.43,2.0,6.7,Hurricane,0.974,0.93,1,Antwerp -> Busan,2025,Q4,12,Dec,Tuesday,5,High,Excellent,Low,Medium,Short-Haul,0.93,0.0,0.0,On Time,Yes,9916.77,11.42,46.9,91821.9,500,57.6,Medium,No,58.4
SC-10099,2024-11-28,Hamburg,Marseille,Road,Pharmaceuticals,2064.43,20.92,1.75,0.3,Clear,0.596,0.99,0,Hamburg -> Marseille,2024,Q4,11,Nov,Thursday,1,Low,Poor,Low,Light,Short-Haul,9.3,-8.31,-89.4,On Time,Yes,608.95,0.29,29.11,2677.6,62,19.3,Low,No,57.1
SC-10100,2024-02-27,Dubai,Shanghai,Air,Electronics,955.72,225.09,4.41,4.7,Fog,0.953,0.6,0,Dubai -> Shanghai,2024,Q1,2,Feb,Tuesday,2,Medium,Excellent,High,Medium,Short-Haul,0.93,-0.33,-35.5,On Time,Yes,13949.65,14.6,61.97,107561.5,500,32.2,Low,No,56.8
SC-10101,2024-08-22,Los Angeles,Antwerp,Sea,Textiles,9727.95,289.23,3.24,0.6,Clear,0.527,13.93,1,Los Angeles -> Antwerp,2024,Q3,8,Aug,Thursday,1,Low,Poor,Medium,Medium,Long-Haul,21.79,-7.86,-36.1,On Time,Yes,9313.07,0.96,32.2,22508.9,8,22.6,Low,Yes,58.8
SC-10102,2024-02-02,Los Angeles,Rotterdam,Air,Textiles,5058.16,285.88,4.44,1.9,Storm,0.654,0.78,0,Los Angeles -> Rotterdam,2024,Q1,2,Feb,Friday,4,Low,Good,High,Medium,Medium-Haul,0.93,-0.15,-16.1,On Time,Yes,93962.82,18.58,328.68,723013.4,500,42.0,Medium,No,53.9
SC-10103,2024-11-19,Los Angeles,Hamburg,Sea,Textiles,7874.28,166.88,2.31,5.6,Rain,0.644,17.18,0,Los Angeles -> Hamburg,2024,Q4,11,Nov,Tuesday,3,Medium,Poor,Medium,Medium,Medium-Haul,21.79,-4.61,-21.2,On Time,Yes,4044.02,0.51,24.23,10512.5,8,51.1,Medium,Yes,52.5
SC-10104,2025-02-14,Hamburg,Busan,Rail,Textiles,13659.71,158.45,3.52,8.7,Hurricane,0.813,108.49,1,Hamburg -> Busan,2025,Q1,2,Feb,Friday,5,High,Good,High,Light,Long-Haul,11.54,96.95,840.1,Major Delay,No,17557.46,1.29,110.81,47616.4,22,70.4,High,No,63.9
SC-10105,2024-10-01,Dubai,Marseille,Road,Pharmaceuticals,4114.74,54.21,1.93,8.8,Clear,0.566,3.39,1,Dubai -> Marseille,2024,Q4,10,Oct,Tuesday,1,High,Poor,Low,Light,Medium-Haul,9.3,-5.91,-63.5,On Time,Yes,3193.33,0.78,58.91,13829.7,62,54.2,Medium,No,59.5
SC-10106,2024-03-08,Rotterdam,Dubai,Sea,Electronics,6450.55,184.03,2.06,0.7,Clear,0.941,9.61,0,Rotterdam -> Dubai,2024,Q1,3,Mar,Friday,1,Low,Excellent,Low,Medium,Medium-Haul,21.79,-12.18,-55.9,On Time,Yes,3579.09,0.55,19.45,9496.8,8,10.6,Low,Yes,49.4
SC-10107,2024-08-04,Rotterdam,Hamburg,Sea,Automotive,11455.49,50.65,2.89,4.2,Fog,0.914,28.85,0,Rotterdam -> Hamburg,2024,Q3,8,Aug,Sunday,2,Medium,Excellent,Medium,Light,Long-Haul,21.79,7.06,32.4,Minor Delay,No,1869.76,0.16,36.92,4641.8,8,31.4,Low,No,55.8
SC-10108,2025-08-03,Dubai,Shanghai,Air,Perishables,3817.57,383.53,2.25,5.8,Hurricane,0.826,3.01,1,Dubai -> Shanghai,2025,Q3,8,Aug,Sunday,5,Medium,Good,Low,Heavy,Medium-Haul,0.93,2.08,223.7,Major Delay,No,80711.41,21.14,210.44,732076.3,500,58.4,Medium,No,56.8
SC-10109,2024-11-18,Shanghai,Marseille,Road,Automotive,1616.21,483.17,1.75,1.5,Rain,0.729,1.59,0,Shanghai -> Marseille,2024,Q4,11,Nov,Monday,3,Low,Good,Low,Heavy,Short-Haul,9.3,-7.71,-82.9,On Time,Yes,11010.75,6.81,22.79,48416.1,62,32.1,Low,No,66.2
SC-10110,2024-08-05,Dubai,Singapore,Air,Textiles,4701.4,485.07,2.07,7.7,Fog,0.966,0.82,1,Dubai -> Singapore,2024,Q3,8,Aug,Monday,2,High,Excellent,Low,Heavy,Medium-Haul,0.93,-0.11,-11.8,On Time,Yes,123865.8,26.35,255.36,1140254.0,500,43.8,Medium,No,65.4
SC-10111,2025-11-02,Busan,Rotterdam,Air,Textiles,2837.71,432.67,1.32,7.4,Clear,0.915,0.5,1,Busan -> Rotterdam,2025,Q4,11,Nov,Sunday,1,High,Excellent,Low,Heavy,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,62543.72,22.04,144.55,613896.0,500,38.1,Medium,No,58.7
SC-10112,2025-05-26,Antwerp,Dubai,Road,Pharmaceuticals,13980.62,300.8,3.52,9.0,Clear,0.75,12.52,1,Antwerp -> Dubai,2025,Q2,5,May,Monday,1,High,Good,High,Medium,Long-Haul,9.3,3.22,34.6,Minor Delay,No,68227.93,4.88,226.82,260733.0,62,49.5,Medium,No,60.0
SC-10113,2025-02-09,Hamburg,Dubai,Air,Textiles,12217.75,350.73,2.82,0.1,Rain,0.851,0.61,0,Hamburg -> Dubai,2025,Q1,2,Feb,Sunday,3,Low,Excellent,Medium,Heavy,Long-Haul,0.93,-0.32,-34.4,On Time,Yes,247209.23,20.23,704.84,2142565.7,500,22.9,Low,No,57.6
SC-10114,2025-10-20,Antwerp,Dubai,Air,Textiles,9684.35,143.32,1.51,2.2,Clear,0.783,0.7,0,Antwerp -> Dubai,2025,Q4,10,Oct,Monday,1,Low,Good,Low,Light,Long-Haul,0.93,-0.23,-24.7,On Time,Yes,71889.44,7.42,501.6,693980.5,500,21.3,Low,No,60.0
SC-10115,2025-04-14,Singapore,Dubai,Air,Perishables,13136.18,315.75,1.77,8.3,Fog,0.794,0.99,1,Singapore -> Dubai,2025,Q2,4,Apr,Monday,2,High,Good,Low,Medium,Long-Haul,0.93,0.06,6.5,On Time,Yes,219685.52,16.72,695.76,2073874.4,500,51.4,Medium,No,63.7
SC-10116,2024-05-26,Shanghai,Los Angeles,Rail,Automotive,12153.25,228.37,1.54,6.7,Rain,0.665,14.04,1,Shanghai -> Los Angeles,2024,Q2,5,May,Sunday,3,High,Good,Low,Medium,Long-Haul,11.54,2.5,21.7,Minor Delay,No,19217.13,1.58,84.15,61059.6,22,54.8,Medium,No,62.0
SC-10117,2024-09-28,Singapore,Hamburg,Sea,Electronics,3205.27,241.53,3.22,8.9,Fog,0.731,9.81,1,Singapore -> Hamburg,2024,Q3,9,Sep,Saturday,2,High,Good,Medium,Medium,Medium-Haul,21.79,-11.98,-55.0,On Time,Yes,2558.63,0.8,10.59,6193.4,8,55.7,Medium,Yes,64.4
SC-10118,2024-05-22,Antwerp,Los Angeles,Sea,Textiles,13442.11,379.13,1.51,0.6,Rain,0.539,24.04,0,Antwerp -> Los Angeles,2024,Q2,5,May,Wednesday,3,Low,Poor,Low,Heavy,Long-Haul,21.79,2.25,10.3,Minor Delay,No,14664.62,1.09,38.68,40770.5,8,34.2,Low,Yes,63.2
SC-10119,2024-09-09,Rotterdam,Antwerp,Air,Automotive,8320.46,141.68,3.69,6.0,Fog,0.679,2.04,1,Rotterdam -> Antwerp,2024,Q3,9,Sep,Monday,2,Medium,Good,High,Light,Medium-Haul,0.93,1.11,119.4,Major Delay,No,72622.61,8.73,512.58,589421.4,500,45.6,Medium,No,59.0
SC-10120,2025-07-28,Singapore,Shanghai,Rail,Perishables,12207.88,159.7,1.27,5.7,Clear,0.848,11.27,0,Singapore -> Shanghai,2025,Q3,7,Jul,Monday,1,Medium,Good,Low,Light,Long-Haul,11.54,-0.27,-2.3,On Time,Yes,13183.18,1.08,82.55,42891.2,22,33.4,Medium,No,60.2
SC-10121,2025-07-05,Singapore,Shanghai,Road,Pharmaceuticals,13493.32,462.4,2.02,0.4,Fog,0.977,12.3,0,Singapore -> Shanghai,2025,Q3,7,Jul,Saturday,2,Low,Excellent,Low,Heavy,Long-Haul,9.3,3.0,32.3,Minor Delay,No,89995.82,6.67,194.63,386837.3,62,14.3,Low,No,60.2
SC-10122,2024-09-26,Los Angeles,Rotterdam,Road,Electronics,5111.05,29.06,4.14,5.1,Rain,0.982,4.12,1,Los Angeles -> Rotterdam,2024,Q3,9,Sep,Thursday,3,Medium,Excellent,High,Light,Medium-Haul,9.3,-5.18,-55.7,On Time,Yes,2520.21,0.49,86.72,9208.7,62,38.9,Medium,No,53.9
SC-10123,2025-08-21,Hamburg,Shanghai,Road,Pharmaceuticals,2095.75,243.33,3.57,6.1,Clear,0.778,2.08,1,Hamburg -> Shanghai,2025,Q3,8,Aug,Thursday,1,Medium,Good,High,Medium,Short-Haul,9.3,-7.22,-77.6,On Time,Yes,8304.17,3.96,34.13,31617.4,62,37.1,Medium,No,63.6
SC-10124,2025-03-14,Rotterdam,Singapore,Air,Perishables,3805.06,456.49,1.44,1.9,Clear,0.803,0.5,0,Rotterdam -> Singapore,2025,Q1,3,Mar,Friday,1,Low,Good,Low,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,89419.31,23.5,195.88,868485.9,500,19.5,Low,No,60.5
SC-10125,2025-08-20,Hamburg,Los Angeles,Air,Automotive,6693.06,305.57,3.91,2.7,Storm,0.593,1.46,1,Hamburg -> Los Angeles,2025,Q3,8,Aug,Wednesday,4,Low,Poor,High,Medium,Medium-Haul,0.93,0.53,57.0,Major Delay,No,128019.19,19.13,418.95,1022599.2,500,47.0,Medium,No,67.1
SC-10126,2025-02-12,Hamburg,Los Angeles,Sea,Electronics,12361.21,273.66,2.83,6.4,Hurricane,0.848,182.19,1,Hamburg -> Los Angeles,2025,Q1,2,Feb,Wednesday,5,Medium,Good,Medium,Medium,Long-Haul,21.79,160.4,736.1,Major Delay,No,10850.23,0.88,39.65,27062.1,8,60.2,High,Yes,67.1
SC-10127,2025-01-05,Rotterdam,Busan,Sea,Electronics,12980.59,125.62,3.99,4.7,Hurricane,0.535,177.59,1,Rotterdam -> Busan,2025,Q1,1,Jan,Sunday,5,Medium,Poor,High,Light,Long-Haul,21.79,155.8,715.0,Major Delay,No,5703.1,0.44,45.4,13045.0,8,62.7,High,Yes,68.6
SC-10128,2024-08-12,Singapore,Shanghai,Road,Electronics,600.81,172.29,3.18,8.6,Fog,0.642,0.5,0,Singapore -> Shanghai,2024,Q3,8,Aug,Monday,2,High,Poor,Medium,Medium,Short-Haul,9.3,-8.8,-94.6,On Time,Yes,1637.17,2.72,9.5,6417.8,62,57.1,Medium,No,60.2
SC-10129,2024-05-21,Hamburg,Shanghai,Road,Pharmaceuticals,7905.84,426.17,3.45,3.4,Fog,0.834,8.15,1,Hamburg -> Shanghai,2024,Q2,5,May,Tuesday,2,Medium,Good,High,Heavy,Medium-Haul,9.3,-1.15,-12.4,On Time,Yes,54379.4,6.88,127.6,208892.4,62,30.6,Medium,No,63.6
SC-10130,2025-06-05,Los Angeles,Dubai,Road,Electronics,6552.46,280.05,4.48,2.7,Hurricane,0.655,35.77,1,Los Angeles -> Dubai,2025,Q2,6,Jun,Thursday,5,Low,Good,High,Medium,Medium-Haul,9.3,26.47,284.6,Major Delay,No,31885.25,4.87,113.86,113771.0,62,51.2,Medium,No,66.2
SC-10131,2025-05-20,Singapore,Hamburg,Air,Automotive,3720.56,257.86,1.97,9.8,Clear,0.525,0.57,0,Singapore -> Hamburg,2025,Q2,5,May,Tuesday,1,High,Poor,Low,Medium,Medium-Haul,0.93,-0.36,-38.7,On Time,Yes,51677.2,13.89,200.41,479691.8,500,59.4,Medium,No,64.4
SC-10132,2024-04-03,Dubai,Busan,Road,Perishables,2238.05,50.69,3.26,9.1,Hurricane,0.916,15.06,1,Dubai -> Busan,2024,Q2,4,Apr,Wednesday,5,High,Excellent,Medium,Light,Short-Haul,9.3,5.76,61.9,Major Delay,No,1805.16,0.81,35.61,7033.7,62,68.9,High,No,58.5
SC-10133,2024-02-18,Busan,Los Angeles,Road,Perishables,5395.42,9.0,2.72,0.3,Rain,0.655,4.29,0,Busan -> Los Angeles,2024,Q1,2,Feb,Sunday,3,Low,Good,Medium,Light,Medium-Haul,9.3,-5.01,-53.9,On Time,Yes,741.2,0.14,82.36,3010.6,62,29.6,Medium,No,48.3
SC-10134,2024-04-22,Shanghai,Rotterdam,Sea,Electronics,14172.19,481.88,1.33,7.7,Fog,0.532,40.3,1,Shanghai -> Rotterdam,2024,Q2,4,Apr,Monday,2,High,Poor,Low,Heavy,Long-Haul,21.79,18.51,84.9,Major Delay,No,19343.98,1.36,40.14,54634.4,8,56.8,Medium,Yes,58.0
SC-10135,2024-06-05,Los Angeles,Singapore,Rail,Textiles,5186.44,189.12,1.25,1.1,Storm,0.537,10.98,1,Los Angeles -> Singapore,2024,Q2,6,Jun,Wednesday,4,Low,Poor,Low,Medium,Medium-Haul,11.54,-0.56,-4.9,On Time,Yes,6620.8,1.28,35.01,21578.9,22,42.3,Medium,No,72.1
SC-10136,2025-10-04,Antwerp,Rotterdam,Air,Textiles,8022.46,302.0,1.59,0.3,Hurricane,0.626,3.33,1,Antwerp -> Rotterdam,2025,Q4,10,Oct,Saturday,5,Low,Poor,Low,Medium,Medium-Haul,0.93,2.4,258.1,Major Delay,No,126360.24,15.75,418.41,1211391.5,500,42.4,Medium,No,55.7
SC-10137,2024-06-12,Los Angeles,Marseille,Road,Automotive,10693.77,40.78,3.34,2.7,Rain,0.589,8.41,0,Los Angeles -> Marseille,2024,Q2,6,Jun,Wednesday,3,Low,Poor,Medium,Light,Long-Haul,9.3,-0.89,-9.6,On Time,Yes,6980.96,0.65,171.19,27037.7,62,41.1,Medium,No,54.2
SC-10138,2025-11-27,Hamburg,Antwerp,Road,Pharmaceuticals,5772.63,341.87,3.07,2.7,Clear,0.887,4.34,1,Hamburg -> Antwerp,2025,Q4,11,Nov,Thursday,1,Low,Excellent,Medium,Heavy,Medium-Haul,9.3,-4.96,-53.3,On Time,Yes,30952.2,5.36,90.54,122356.3,62,20.2,Low,No,62.0
SC-10139,2025-03-08,Singapore,Hamburg,Rail,Electronics,14590.84,466.35,3.03,8.2,Rain,0.661,17.28,0,Singapore -> Hamburg,2025,Q1,3,Mar,Saturday,3,High,Good,Medium,Heavy,Long-Haul,11.54,5.74,49.7,Major Delay,No,53197.1,3.65,114.07,149697.6,22,61.0,High,No,64.4
SC-10140,2025-09-02,Antwerp,Dubai,Rail,Automotive,14455.49,288.26,1.31,7.1,Clear,0.902,14.49,1,Antwerp -> Dubai,2025,Q3,9,Sep,Tuesday,1,High,Excellent,Low,Medium,Long-Haul,11.54,2.95,25.6,Minor Delay,No,28276.85,1.96,98.09,91672.7,22,37.3,Medium,No,60.0
SC-10141,2024-03-06,Antwerp,Dubai,Sea,Perishables,4150.84,63.93,2.75,9.8,Storm,0.587,25.66,1,Antwerp -> Dubai,2024,Q1,3,Mar,Wednesday,4,High,Poor,Medium,Light,Medium-Haul,21.79,3.87,17.8,Minor Delay,No,845.85,0.2,13.23,2122.9,8,75.6,High,Yes,60.0
SC-10142,2025-01-29,Antwerp,Busan,Road,Automotive,7710.1,291.28,4.25,7.1,Fog,0.746,9.27,0,Antwerp -> Busan,2025,Q1,1,Jan,Wednesday,2,High,Good,High,Medium,Medium-Haul,9.3,-0.03,-0.3,On Time,Yes,38403.14,4.98,131.84,139239.5,62,48.0,Medium,No,58.4
SC-10143,2025-01-25,Dubai,Shanghai,Road,Electronics,4862.74,383.41,2.51,4.2,Rain,0.844,4.8,0,Dubai -> Shanghai,2025,Q1,1,Jan,Saturday,3,Medium,Good,Medium,Heavy,Medium-Haul,9.3,-4.5,-48.4,On Time,Yes,27988.72,5.76,73.0,115594.2,62,39.5,Medium,No,56.8
SC-10144,2025-09-02,Singapore,Antwerp,Road,Textiles,4630.19,203.8,3.26,7.0,Hurricane,0.826,29.71,1,Singapore -> Antwerp,2025,Q3,9,Sep,Tuesday,5,High,Good,Medium,Medium,Medium-Haul,9.3,20.41,219.5,Major Delay,No,15015.08,3.24,73.68,58505.2,62,63.2,High,No,68.1
SC-10145,2025-04-24,Singapore,Shanghai,Air,Automotive,1034.86,440.04,3.77,10.0,Storm,0.801,0.99,1,Singapore -> Shanghai,2025,Q2,4,Apr,Thursday,4,High,Good,High,Heavy,Short-Haul,0.93,0.06,6.5,On Time,Yes,28217.61,27.27,64.13,227689.9,500,70.0,High,No,60.2
SC-10146,2025-06-25,Hamburg,Busan,Rail,Textiles,9338.68,324.69,3.79,7.1,Fog,0.962,13.45,0,Hamburg -> Busan,2025,Q2,6,Jun,Wednesday,2,High,Excellent,High,Heavy,Long-Haul,11.54,1.91,16.6,Minor Delay,No,25088.22,2.69,77.27,66707.9,22,41.5,Medium,No,63.9
SC-10147,2024-09-14,Los Angeles,Antwerp,Air,Pharmaceuticals,7788.85,449.73,2.91,7.6,Fog,0.614,0.5,1,Los Angeles -> Antwerp,2024,Q3,9,Sep,Saturday,2,High,Poor,Medium,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,203499.79,26.13,452.49,1751439.8,500,54.0,Medium,No,58.8
SC-10148,2025-07-20,Busan,Singapore,Sea,Perishables,1246.44,312.13,4.03,9.4,Rain,0.747,3.64,0,Busan -> Singapore,2025,Q3,7,Jul,Sunday,3,High,Good,High,Medium,Short-Haul,21.79,-18.15,-83.3,On Time,Yes,1364.6,1.09,4.37,3112.4,8,63.2,High,No,58.4
SC-10149,2024-01-12,Los Angeles,Rotterdam,Road,Textiles,4540.37,66.51,2.49,1.1,Storm,0.942,9.02,0,Los Angeles -> Rotterdam,2024,Q1,1,Jan,Friday,4,Low,Excellent,Medium,Light,Medium-Haul,9.3,-0.28,-3.0,On Time,Yes,4526.08,1.0,68.05,18722.8,62,30.1,Low,No,53.9
SC-10150,2025-11-27,Dubai,Hamburg,Air,Automotive,13669.86,155.54,4.13,7.0,Storm,0.539,3.36,0,Dubai -> Hamburg,2025,Q4,11,Nov,Thursday,4,High,Poor,High,Light,Long-Haul,0.93,2.43,261.3,Major Delay,No,135195.06,9.89,869.2,1063105.0,500,65.8,High,No,61.5
SC-10151,2024-04-27,Los Angeles,Rotterdam,Road,Perishables,3973.65,101.7,1.99,8.5,Rain,0.528,3.09,1,Los Angeles -> Rotterdam,2024,Q2,4,Apr,Saturday,3,High,Poor,Low,Light,Medium-Haul,9.3,-6.21,-66.8,On Time,Yes,5814.48,1.46,57.17,25055.5,62,66.2,High,No,53.9
SC-10152,2025-11-29,Los Angeles,Hamburg,Air,Perishables,2600.98,454.5,2.12,9.5,Hurricane,0.617,1.27,1,Los Angeles -> Hamburg,2025,Q4,11,Nov,Saturday,5,High,Poor,Low,Heavy,Short-Haul,0.93,0.34,36.6,Minor Delay,No,64474.21,24.79,141.86,591072.7,500,79.5,High,No,52.5
SC-10153,2025-07-03,Hamburg,Singapore,Air,Textiles,7597.07,380.44,1.38,2.1,Rain,0.817,0.5,1,Hamburg -> Singapore,2025,Q3,7,Jul,Thursday,3,Low,Good,Low,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,148008.64,19.48,389.05,1445114.7,500,31.9,Low,No,56.6
SC-10154,2024-09-30,Busan,Singapore,Rail,Electronics,14791.93,338.52,3.83,5.0,Fog,0.63,18.87,1,Busan -> Singapore,2024,Q3,9,Sep,Monday,2,Medium,Poor,High,Heavy,Long-Haul,11.54,7.33,63.5,Major Delay,No,41551.11,2.81,122.74,110162.0,22,43.1,Medium,No,58.4
